Total_spending,Total_orders,segments,Customer type
885.19,31,High Value,Repeat customer
1823.52,103,High Value,Repeat customer
10504.49,382,High Value,Repeat customer
152.4,5,High Value,Repeat customer
267.08,35,High Value,Repeat customer
137.45,7,High Value,Repeat customer
385.1,23,High Value,Repeat customer
522.91,29,High Value,Repeat customer
153.0,10,High Value,Repeat customer
326.4,1,High Value,One-time customer
5655.99,245,High Value,Repeat customer
139.35,6,High Value,Repeat customer
5396.04,274,High Value,Repeat customer
1195.94,50,High Value,Repeat customer
2424.04,115,High Value,Repeat customer
3276.4000000000005,10,High Value,Repeat customer
1033.0,40,High Value,Repeat customer
3439.08,192,High Value,Repeat customer
1060.25,66,High Value,Repeat customer
2876.01,165,High Value,Repeat customer
5298.4800000000005,218,High Value,Repeat customer
1240.11,67,High Value,Repeat customer
303.97,18,High Value,Repeat customer
692.19,35,High Value,Repeat customer
700.63,43,High Value,Repeat customer
13110.02,690,High Value,Repeat customer
377.44,25,High Value,Repeat customer
168.24,10,High Value,Repeat customer
1879.05,97,High Value,Repeat customer
2791.35,47,High Value,Repeat customer
355.11,15,High Value,Repeat customer
2322.4,136,High Value,Repeat customer
110.25,6,High Value,Repeat customer
71.4,1,High Value,One-time customer
674.52,35,High Value,Repeat customer
1797.57,193,High Value,Repeat customer
80.64,1,High Value,One-time customer
1772.26,92,High Value,Repeat customer
5605.29,741,High Value,Repeat customer
3456.7000000000003,412,High Value,Repeat customer
834.99,95,High Value,Repeat customer
287.59,25,High Value,Repeat customer
712.78,19,High Value,Repeat customer
15.0,1,High Value,One-time customer
818.8199999999999,75,High Value,Repeat customer
371.88,57,High Value,Repeat customer
271.2,21,High Value,Repeat customer
2273.1800000000003,105,High Value,Repeat customer
3997.98,310,High Value,Repeat customer
1143.27,38,High Value,Repeat customer
245.81,54,High Value,Repeat customer
182.77,53,High Value,Repeat customer
1225.41,156,High Value,Repeat customer
56.4,3,High Value,Repeat customer
665.86,194,High Value,Repeat customer
658.57,82,High Value,Repeat customer
188.02,12,High Value,Repeat customer
283.47,67,High Value,Repeat customer
131.94,13,High Value,Repeat customer
278.74,72,High Value,Repeat customer
1865.19,134,High Value,Repeat customer
1117.9,5,High Value,Repeat customer
225.9,14,High Value,Repeat customer
1965.55,190,High Value,Repeat customer
106.1,10,High Value,Repeat customer
323.04,58,High Value,Repeat customer
350.39,46,High Value,Repeat customer
697.9,82,High Value,Repeat customer
780.43,111,High Value,Repeat customer
3055.93,408,High Value,Repeat customer
1199.01,104,High Value,Repeat customer
1285.04,140,High Value,Repeat customer
512.31,10,High Value,Repeat customer
546.04,43,High Value,Repeat customer
5411.91,61,High Value,Repeat customer
7837.7300000000005,851,High Value,Repeat customer
732.16,141,High Value,Repeat customer
1770.8799999999999,371,High Value,Repeat customer
36.56,17,High Value,Repeat customer
387.68,33,High Value,Repeat customer
3704.87,48,High Value,Repeat customer
298.4,13,High Value,Repeat customer
1995.46,220,High Value,Repeat customer
1820.09,67,High Value,Repeat customer
889.24,30,High Value,Repeat customer
398.7,23,High Value,Repeat customer
35.400000000000006,2,High Value,Repeat customer
155.37,61,High Value,Repeat customer
350.64,61,High Value,Repeat customer
110.21000000000001,24,High Value,Repeat customer
1593.38,169,High Value,Repeat customer
2779.3,121,High Value,Repeat customer
338.8,56,High Value,Repeat customer
40991.57,7847,Low Value,Repeat customer
205.48,37,High Value,Repeat customer
51.559999999999995,5,High Value,Repeat customer
2033.1,1,High Value,One-time customer
901.1999999999999,51,High Value,Repeat customer
605.8000000000001,26,High Value,Repeat customer
5391.21,297,High Value,Repeat customer
114.34,24,High Value,Repeat customer
311.26,15,High Value,Repeat customer
208.97,17,High Value,Repeat customer
1418.03,15,High Value,Repeat customer
26879.04,54,High Value,Repeat customer
5155.66,199,High Value,Repeat customer
148.21,25,High Value,Repeat customer
252.8,58,High Value,Repeat customer
2100.8,222,High Value,Repeat customer
330.9,11,High Value,Repeat customer
3160.0,148,High Value,Repeat customer
597.5,102,High Value,Repeat customer
10526.32,370,High Value,Repeat customer
329.65,9,High Value,Repeat customer
1197.1000000000001,79,High Value,Repeat customer
428.18,40,High Value,Repeat customer
1894.35,279,High Value,Repeat customer
155.9,10,High Value,Repeat customer
1859.16,44,High Value,Repeat customer
683.46,46,High Value,Repeat customer
237.61,12,High Value,Repeat customer
379.45,26,High Value,Repeat customer
178.51999999999998,6,High Value,Repeat customer
458.92,26,High Value,Repeat customer
133.35000000000002,8,High Value,Repeat customer
671.77,145,High Value,Repeat customer
717.45,117,High Value,Repeat customer
190.19,64,High Value,Repeat customer
899.61,109,High Value,Repeat customer
111.35,10,High Value,Repeat customer
726.05,67,High Value,Repeat customer
203.87,21,High Value,Repeat customer
602.09,94,High Value,Repeat customer
203.85999999999999,34,High Value,Repeat customer
244.1,28,High Value,Repeat customer
112.25,16,High Value,Repeat customer
1119.81,193,High Value,Repeat customer
98.0,16,High Value,Repeat customer
256.32,2,High Value,Repeat customer
566.6,114,High Value,Repeat customer
152.06,28,High Value,Repeat customer
155.8,32,High Value,Repeat customer
112.19999999999999,6,High Value,Repeat customer
110.38,19,High Value,Repeat customer
191.67,38,High Value,Repeat customer
800.24,34,High Value,Repeat customer
72.9,12,High Value,Repeat customer
243.28,58,High Value,Repeat customer
366.23,39,High Value,Repeat customer
311.01,38,High Value,Repeat customer
411.6,59,High Value,Repeat customer
336.43,80,High Value,Repeat customer
341.28,94,High Value,Repeat customer
1304.04,23,High Value,Repeat customer
4204.1,696,High Value,Repeat customer
826.52,145,High Value,Repeat customer
207.50000000000003,1,High Value,One-time customer
2962.5,31,High Value,Repeat customer
244.08,1,High Value,One-time customer
397.29,21,High Value,Repeat customer
212.54,23,High Value,Repeat customer
843.0,5,High Value,Repeat customer
1740.48,39,High Value,Repeat customer
408.36,65,High Value,Repeat customer
1331.57,90,High Value,Repeat customer
704.25,21,High Value,Repeat customer
145.79,29,High Value,Repeat customer
389.84,77,High Value,Repeat customer
4301.22,43,High Value,Repeat customer
99.14,12,High Value,Repeat customer
4106.4400000000005,19,High Value,Repeat customer
304.56,2,High Value,Repeat customer
77.50000000000001,2,High Value,Repeat customer
149.57999999999998,20,High Value,Repeat customer
176.68,9,High Value,Repeat customer
358.56000000000006,1,High Value,One-time customer
58510.48,70,High Value,Repeat customer
482.2,71,High Value,Repeat customer
1008.5400000000001,20,High Value,Repeat customer
2332.72,485,High Value,Repeat customer
557.3,19,High Value,Repeat customer
12.75,1,High Value,One-time customer
111.68,31,High Value,Repeat customer
508.4599999999999,7,High Value,Repeat customer
73.78,26,High Value,Repeat customer
1296.44,249,High Value,Repeat customer
102.83,35,High Value,Repeat customer
471.7,104,High Value,Repeat customer
2622.57,329,High Value,Repeat customer
1098.43,68,High Value,Repeat customer
123.07,48,High Value,Repeat customer
277.35,85,High Value,Repeat customer
228.2,14,High Value,Repeat customer
582.59,31,High Value,Repeat customer
136.04,31,High Value,Repeat customer
337.04,15,High Value,Repeat customer
740.79,179,High Value,Repeat customer
4488.81,296,High Value,Repeat customer
353.19,65,High Value,Repeat customer
288.14,21,High Value,Repeat customer
300.91999999999996,12,High Value,Repeat customer
757.71,146,High Value,Repeat customer
811.45,30,High Value,Repeat customer
152.68,48,High Value,Repeat customer
634.95,23,High Value,Repeat customer
20.8,1,High Value,One-time customer
198.57,13,High Value,Repeat customer
201.12,38,High Value,Repeat customer
630.84,29,High Value,Repeat customer
93.35,5,High Value,Repeat customer
678.49,81,High Value,Repeat customer
76.1,2,High Value,Repeat customer
1970.6699999999998,166,High Value,Repeat customer
382.06,93,High Value,Repeat customer
417.23,58,High Value,Repeat customer
169.47,40,High Value,Repeat customer
249.72,60,High Value,Repeat customer
444.68,22,High Value,Repeat customer
2116.19,30,High Value,Repeat customer
257.34,32,High Value,Repeat customer
174.8,14,High Value,Repeat customer
102.78999999999999,28,High Value,Repeat customer
187.29,31,High Value,Repeat customer
166.42,32,High Value,Repeat customer
120.03,46,High Value,Repeat customer
1483.56,123,High Value,Repeat customer
523.0,3,High Value,Repeat customer
122.14,29,High Value,Repeat customer
38.45,5,High Value,Repeat customer
668.11,191,High Value,Repeat customer
389.78,21,High Value,Repeat customer
115.31,21,High Value,Repeat customer
230.64999999999998,9,High Value,Repeat customer
73.5,5,High Value,Repeat customer
97.97,34,High Value,Repeat customer
422.88,112,High Value,Repeat customer
730.4,53,High Value,Repeat customer
405.62,96,High Value,Repeat customer
70.02,19,High Value,Repeat customer
357.20000000000005,19,High Value,Repeat customer
4183.39,472,High Value,Repeat customer
165.04999999999998,7,High Value,Repeat customer
559.51,121,High Value,Repeat customer
2088.6,127,High Value,Repeat customer
189.4,47,High Value,Repeat customer
172.29000000000002,7,High Value,Repeat customer
74.4,5,High Value,Repeat customer
300.02,20,High Value,Repeat customer
6784.1900000000005,360,High Value,Repeat customer
363.65,19,High Value,Repeat customer
170.16,3,High Value,Repeat customer
306.46,18,High Value,Repeat customer
2119.41,46,High Value,Repeat customer
720.52,27,High Value,Repeat customer
814.0,7,High Value,Repeat customer
2392.83,137,High Value,Repeat customer
318.0,10,High Value,Repeat customer
396.33,37,High Value,Repeat customer
101.69999999999999,1,High Value,One-time customer
2036.67,470,High Value,Repeat customer
453.0,25,High Value,Repeat customer
247.44,18,High Value,Repeat customer
3877.5200000000004,73,High Value,Repeat customer
489.6,13,High Value,Repeat customer
2611.75,142,High Value,Repeat customer
2633.0099999999998,227,High Value,Repeat customer
336.13,29,High Value,Repeat customer
3651.97,127,High Value,Repeat customer
1231.5,2,High Value,Repeat customer
343.45,17,High Value,Repeat customer
703.37,73,High Value,Repeat customer
90.47999999999999,1,High Value,One-time customer
689.95,29,High Value,Repeat customer
101.34,7,High Value,Repeat customer
4055.7199999999993,2,High Value,Repeat customer
167.67000000000002,39,High Value,Repeat customer
9068.26,89,High Value,Repeat customer
2106.52,36,High Value,Repeat customer
3017.3,70,High Value,Repeat customer
580.0500000000001,21,High Value,Repeat customer
911.15,213,High Value,Repeat customer
2697.8,108,High Value,Repeat customer
168.31,19,High Value,Repeat customer
223.65,41,High Value,Repeat customer
259657.3,431,Medium value,Repeat customer
754.64,38,High Value,Repeat customer
113.48000000000002,18,High Value,Repeat customer
430.7,39,High Value,Repeat customer
271.0,17,High Value,Repeat customer
8052.97,444,High Value,Repeat customer
236.3,46,High Value,Repeat customer
352.69,26,High Value,Repeat customer
76.32000000000001,1,High Value,One-time customer
220.1,28,High Value,Repeat customer
1418.03,378,High Value,Repeat customer
320.72,74,High Value,Repeat customer
5653.82,1279,High Value,Repeat customer
181.12,30,High Value,Repeat customer
111.15,17,High Value,Repeat customer
673.1,32,High Value,Repeat customer
1826.21,364,High Value,Repeat customer
589.4399999999999,36,High Value,Repeat customer
1142.99,196,High Value,Repeat customer
206.82999999999998,56,High Value,Repeat customer
348.73,47,High Value,Repeat customer
112.55000000000001,14,High Value,Repeat customer
1059.39,70,High Value,Repeat customer
931.4999999999999,1,High Value,One-time customer
681.9100000000001,20,High Value,Repeat customer
784.33,38,High Value,Repeat customer
152.65,8,High Value,Repeat customer
8438.34,159,High Value,Repeat customer
1019.52,15,High Value,Repeat customer
1000.16,61,High Value,Repeat customer
2888.75,43,High Value,Repeat customer
2861.55,221,High Value,Repeat customer
160.35000000000002,10,High Value,Repeat customer
179.33999999999997,7,High Value,Repeat customer
612.0799999999999,16,High Value,Repeat customer
566.58,37,High Value,Repeat customer
653.35,38,High Value,Repeat customer
399.19,21,High Value,Repeat customer
371.62,25,High Value,Repeat customer
734.94,140,High Value,Repeat customer
453.4,34,High Value,Repeat customer
530.15,23,High Value,Repeat customer
638.0600000000001,39,High Value,Repeat customer
1618.69,80,High Value,Repeat customer
399.65000000000003,24,High Value,Repeat customer
302.46000000000004,10,High Value,Repeat customer
1384.8600000000001,37,High Value,Repeat customer
1169.94,131,High Value,Repeat customer
202.65,9,High Value,Repeat customer
980.31,38,High Value,Repeat customer
1231.31,54,High Value,Repeat customer
7561.68,189,High Value,Repeat customer
2106.84,31,High Value,Repeat customer
104.0,1,High Value,One-time customer
476.35,30,High Value,Repeat customer
1341.42,74,High Value,Repeat customer
1590.81,97,High Value,Repeat customer
1793.17,90,High Value,Repeat customer
1843.75,119,High Value,Repeat customer
382.8,44,High Value,Repeat customer
632.07,37,High Value,Repeat customer
49.8,1,High Value,One-time customer
304.25,17,High Value,Repeat customer
2001.04,71,High Value,Repeat customer
1090.24,68,High Value,Repeat customer
284.46000000000004,15,High Value,Repeat customer
207.79999999999998,7,High Value,Repeat customer
957.97,45,High Value,Repeat customer
243.76,16,High Value,Repeat customer
973.8399999999999,7,High Value,Repeat customer
689.13,141,High Value,Repeat customer
5425.56,159,High Value,Repeat customer
163.8,32,High Value,Repeat customer
1396.99,68,High Value,Repeat customer
160.42000000000002,19,High Value,Repeat customer
1993.7,200,High Value,Repeat customer
517.36,32,High Value,Repeat customer
139.10000000000002,8,High Value,Repeat customer
2621.38,134,High Value,Repeat customer
600.07,42,High Value,Repeat customer
248.42,43,High Value,Repeat customer
232.48000000000002,15,High Value,Repeat customer
299.34000000000003,13,High Value,Repeat customer
481.75,26,High Value,Repeat customer
621.75,31,High Value,Repeat customer
662.08,21,High Value,Repeat customer
2069.77,114,High Value,Repeat customer
305.28000000000003,2,High Value,Repeat customer
1041.61,64,High Value,Repeat customer
443.0,19,High Value,Repeat customer
6484.54,272,High Value,Repeat customer
158.95000000000002,10,High Value,Repeat customer
5509.12,271,High Value,Repeat customer
5228.05,242,High Value,Repeat customer
93.75,5,High Value,Repeat customer
779.9,30,High Value,Repeat customer
7276.900000000001,164,High Value,Repeat customer
2810.2000000000003,86,High Value,Repeat customer
2083.27,124,High Value,Repeat customer
592.97,37,High Value,Repeat customer
440.0,1,High Value,One-time customer
1796.48,104,High Value,Repeat customer
882.24,49,High Value,Repeat customer
987.1,61,High Value,Repeat customer
1561.6100000000001,88,High Value,Repeat customer
422.58,6,High Value,Repeat customer
2073.09,104,High Value,Repeat customer
2232.4900000000002,78,High Value,Repeat customer
2567.06,175,High Value,Repeat customer
596.1,4,High Value,Repeat customer
804.02,47,High Value,Repeat customer
95.34,8,High Value,Repeat customer
349.27,21,High Value,Repeat customer
4314.72,16,High Value,Repeat customer
526.67,98,High Value,Repeat customer
103.3,6,High Value,Repeat customer
2337.63,118,High Value,Repeat customer
2338.6000000000004,42,High Value,Repeat customer
2643.2000000000003,134,High Value,Repeat customer
324.24,21,High Value,Repeat customer
149.48,13,High Value,Repeat customer
1213.1599999999999,61,High Value,Repeat customer
801.51,46,High Value,Repeat customer
25.5,1,High Value,One-time customer
168.6,7,High Value,Repeat customer
283.15,11,High Value,Repeat customer
3078.58,166,High Value,Repeat customer
204.0,3,High Value,Repeat customer
175.92,11,High Value,Repeat customer
335.86,14,High Value,Repeat customer
110.38,8,High Value,Repeat customer
173.9,9,High Value,Repeat customer
180.60000000000002,10,High Value,Repeat customer
80.82,7,High Value,Repeat customer
178.05,12,High Value,Repeat customer
2094.88,756,High Value,Repeat customer
1837.28,70,High Value,Repeat customer
